bin.chrom	bin.start	bin.start.abspos	bin.end	bin.length	mappable.positions	gc.content	chrom.numeric	chrom	chrompos	abspos
3	105315199	597765193	105850264	535065	498817	0.366667601	3	3	105315199	597765193
3	105850264	598300258	106393235	542971	498818	0.363570062	3	3	105850264	598300258
3	106393235	598843229	106948051	554816	498818	0.374203339	3	3	106393235	598843229
3	106948051	599398045	107486601	538550	498818	0.377548974	3	3	106948051	599398045
3	107486601	599936595	108019593	532992	498818	0.395797686	3	3	107486601	599936595
3	108019593	600469587	108562604	543011	498818	0.377075234	3	3	108019593	600469587
3	108562604	601012598	109136961	574357	498818	0.397625519	3	3	108562604	601012598
3	109136961	601586955	109722503	585542	498818	0.371751301	3	3	109136961	601586955
3	109722503	602172497	110261924	539421	498818	0.354969495	3	3	109722503	602172497
3	110261924	602711918	110813987	552063	498818	0.368990496	3	3	110261924	602711918
3	110813987	603263981	111358161	544174	498818	0.37524211	3	3	110813987	603263981
3	111358161	603808155	111901897	543736	498818	0.394908559	3	3	111358161	603808155
3	111901897	604351891	112470843	568946	498818	0.383577703	3	3	111901897	604351891
3	112470843	604920837	113015163	544320	498818	0.405577601	3	3	112470843	604920837
3	113015163	605465157	113581800	566637	498818	0.393477659	3	3	113015163	605465157
3	113581800	606031794	114126013	544213	498818	0.39996472	3	3	113581800	606031794
3	114126013	606576007	114647514	521501	498818	0.363203522	3	3	114126013	606576007
3	114647514	607097508	115185384	537870	498818	0.363781211	3	3	114647514	607097508
3	115185384	607635378	115720390	535006	498817	0.38476204	3	3	115185384	607635378
3	115720390	608170384	116267802	547412	498818	0.372929348	3	3	115720390	608170384
3	116267802	608717796	116799542	531740	498818	0.369833001	3	3	116267802	608717796
3	116799542	609249536	117323573	524031	498818	0.368703378	3	3	116799542	609249536
3	117323573	609773567	117845490	521917	498818	0.364797468	3	3	117323573	609773567
3	117845490	610295484	118387381	541891	498818	0.371934577	3	3	117845490	610295484
3	118387381	610837375	118956684	569303	498818	0.393001618	3	3	118387381	610837375
3	118956684	611406678	119502279	545595	498818	0.416365619	3	3	118956684	611406678
3	119502279	611952273	120061613	559334	498818	0.39712408	3	3	119502279	611952273
3	120061613	612511607	120627832	566219	498818	0.4032468	3	3	120061613	612511607
3	120627832	613077826	121245695	617863	498818	0.367154207	3	3	120627832	613077826
3	121245695	613695689	121814742	569047	498818	0.396383778	3	3	121245695	613695689
3	121814742	614264736	122375494	560752	498818	0.403570562	3	3	121814742	614264736
3	122375494	614825488	122912899	537405	498818	0.440879783	3	3	122375494	614825488
3	122912899	615362893	123447146	534247	498818	0.459377404	3	3	122912899	615362893
3	123447146	615897140	123993169	546023	498818	0.421672713	3	3	123447146	615897140
3	123993169	616443163	124532722	539553	498818	0.433475488	3	3	123993169	616443163
3	124532722	616982716	125071820	539098	498818	0.427321192	3	3	124532722	616982716
3	125071820	617521814	125796326	724506	498818	0.43940975	3	3	125071820	617521814
3	125796326	618246320	126334706	538380	498817	0.479037111	3	3	125796326	618246320
3	126334706	618784700	126866218	531512	498818	0.486527115	3	3	126334706	618784700
3	126866218	619316212	127393694	527476	498818	0.481237061	3	3	126866218	619316212
3	127393694	619843688	127928226	534532	498818	0.45093652	3	3	127393694	619843688
3	127928226	620378220	128469991	541765	498818	0.496822423	3	3	127928226	620378220
3	128469991	620919985	129063936	593945	498818	0.478551044	3	3	128469991	620919985
3	129063936	621513930	129626601	562665	498818	0.458878729	3	3	129063936	621513930
3	129626601	622076595	130294798	668197	498818	0.426009096	3	3	129626601	622076595
3	130294798	622744792	130849568	554770	498818	0.382520684	3	3	130294798	622744792
3	130849568	623299562	131406292	556724	498818	0.393710348	3	3	130849568	623299562
3	131406292	623856286	131954825	548533	498818	0.387896444	3	3	131406292	623856286
3	131954825	624404819	132529632	574807	498818	0.384459479	3	3	131954825	624404819
3	132529632	624979626	133090494	560862	498818	0.395056181	3	3	132529632	624979626
3	133090494	625540488	133653145	562651	498818	0.438202367	3	3	133090494	625540488
3	133653145	626103139	134194720	541575	498818	0.442160366	3	3	133653145	626103139
3	134194720	626644714	134720965	526245	498818	0.440676871	3	3	134194720	626644714
3	134720965	627170959	135270181	549216	498818	0.420432034	3	3	134720965	627170959
3	135270181	627720175	135831937	561756	498818	0.405734874	3	3	135270181	627720175
3	135831937	628281931	136433055	601118	498817	0.398971583	3	3	135831937	628281931
3	136433055	628883049	137013907	580852	498818	0.413117283	3	3	136433055	628883049
3	137013907	629463901	137601557	587650	498818	0.394069599	3	3	137013907	629463901
3	137601557	630051551	138160297	558740	498818	0.422727924	3	3	137601557	630051551
3	138160297	630610291	138754665	594368	498818	0.427144463	3	3	138160297	630610291
3	138754665	631204659	139306300	551635	498818	0.424349434	3	3	138754665	631204659
3	139306300	631756294	139841325	535025	498818	0.421550395	3	3	139306300	631756294
3	139841325	632291319	140368639	527314	498818	0.419647497	3	3	139841325	632291319
3	140368639	632818633	140934208	565569	498818	0.417650189	3	3	140368639	632818633
3	140934208	633384202	141485775	551567	498818	0.418164974	3	3	140934208	633384202
3	141485775	633935769	142074600	588825	498818	0.409050227	3	3	141485775	633935769
3	142074600	634524594	142633005	558405	498818	0.381307474	3	3	142074600	634524594
3	142633005	635082999	143166554	533549	498818	0.410878851	3	3	142633005	635082999
3	143166554	635616548	143707531	540977	498818	0.38490361	3	3	143166554	635616548
3	143707531	636157525	144236209	528678	498818	0.365286621	3	3	143707531	636157525
3	144236209	636686203	144771132	534923	498818	0.351239337	3	3	144236209	636686203
3	144771132	637221126	145311914	540782	498818	0.345930523	3	3	144771132	637221126
3	145311914	637761908	145857325	545411	498818	0.354516136	3	3	145311914	637761908
3	145857325	638307319	146405249	547924	498818	0.367446945	3	3	145857325	638307319
3	146405249	638855243	146951899	546650	498817	0.350407025	3	3	146405249	638855243
3	146951899	639401893	147485804	533905	498818	0.367492344	3	3	146951899	639401893
3	147485804	639935798	148011782	525978	498818	0.355914126	3	3	147485804	639935798
3	148011782	640461776	148574386	562604	498818	0.363719419	3	3	148011782	640461776
3	148574386	641024380	149114008	539622	498818	0.391970676	3	3	148574386	641024380
3	149114008	641564002	149660788	546780	498818	0.394487728	3	3	149114008	641564002
3	149660788	642110782	150190098	529310	498818	0.39168918	3	3	149660788	642110782
3	150190098	642640092	150747277	557179	498818	0.40776124	3	3	150190098	642640092
3	150747277	643197271	151296221	548944	498818	0.389802967	3	3	150747277	643197271
3	151296221	643746215	151842963	546742	498818	0.365724601	3	3	151296221	643746215
3	151842963	644292957	152383843	540880	498818	0.365626387	3	3	151842963	644292957
3	152383843	644833837	152943733	559890	498818	0.384464806	3	3	152383843	644833837
3	152943733	645393727	153513462	569729	498818	0.373226569	3	3	152943733	645393727
3	153513462	645963456	154073677	560215	498818	0.376937426	3	3	153513462	645963456
3	154073677	646523671	154635078	561401	498818	0.364878224	3	3	154073677	646523671
3	154635078	647085072	155186836	551758	498818	0.385080053	3	3	154635078	647085072
3	155186836	647636830	155777640	590804	498818	0.400743732	3	3	155186836	647636830
3	155777640	648227634	156317054	539414	498818	0.4005328	3	3	155777640	648227634
3	156317054	648767048	156855246	538192	498817	0.389976068	3	3	156317054	648767048
3	156855246	649305240	157393095	537849	498818	0.39126595	3	3	156855246	649305240
3	157393095	649843089	157966984	573889	498818	0.377057236	3	3	157393095	649843089
3	157966984	650416978	158530082	563098	498818	0.375849319	3	3	157966984	650416978
3	158530082	650980076	159076012	545930	498818	0.389738611	3	3	158530082	650980076
3	159076012	651526006	159640977	564965	498818	0.393778376	3	3	159076012	651526006
3	159640977	652090971	160196226	555249	498818	0.406145711	3	3	159640977	652090971
3	160196226	652646220	160745220	548994	498818	0.383042438	3	3	160196226	652646220
3	160745220	653195214	161287524	542304	498818	0.38337722	3	3	160745220	653195214
3	161287524	653737518	161825599	538075	498818	0.362386284	3	3	161287524	653737518
3	161825599	654275593	162376166	550567	498818	0.351517617	3	3	161825599	654275593
3	162376166	654826160	162916148	539982	498818	0.345498554	3	3	162376166	654826160
3	162916148	655366142	163470182	554034	498818	0.34141948	3	3	162916148	655366142
3	163470182	655920176	164020604	550422	498818	0.352656689	3	3	163470182	655920176
3	164020604	656470598	164560793	540189	498818	0.347863433	3	3	164020604	656470598
3	164560793	657010787	165092728	531935	498818	0.339126021	3	3	164560793	657010787
3	165092728	657542722	165643086	550358	498818	0.35168563	3	3	165092728	657542722
3	165643086	658093080	166187842	544756	498818	0.34387322	3	3	165643086	658093080
3	166187842	658637836	166738363	550521	498818	0.353327121	3	3	166187842	658637836
3	166738363	659188357	167291957	553594	498817	0.364156765	3	3	166738363	659188357
3	167291957	659741951	167821791	529834	498818	0.366397777	3	3	167291957	659741951
3	167821791	660271785	168347497	525706	498818	0.365464727	3	3	167821791	660271785
3	168347497	660797491	168881384	533887	498818	0.359602313	3	3	168347497	660797491
3	168881384	661331378	169414943	533559	498818	0.380126659	3	3	168881384	661331378
3	169414943	661864937	169983590	568647	498818	0.401581297	3	3	169414943	661864937
3	169983590	662433584	170559996	576406	498818	0.415103243	3	3	169983590	662433584
3	170559996	663009990	171106903	546907	498818	0.392037403	3	3	170559996	663009990
3	171106903	663556897	171656391	549488	498818	0.396017747	3	3	171106903	663556897
3	171656391	664106385	172194032	537641	498818	0.398247157	3	3	171656391	664106385
3	172194032	664644026	172749756	555724	498818	0.390767719	3	3	172194032	664644026
3	172749756	665199750	173293245	543489	498818	0.364550156	3	3	172749756	665199750
3	173293245	665743239	173810225	516980	498818	0.352984642	3	3	173293245	665743239
3	173810225	666260219	174347816	537591	498818	0.357891036	3	3	173810225	666260219
3	174347816	666797810	174890359	542543	498818	0.355540483	3	3	174347816	666797810
3	174890359	667340353	175421988	531629	498818	0.347007029	3	3	174890359	667340353
3	175421988	667871982	175974171	552183	498818	0.356385474	3	3	175421988	667871982
3	175974171	668424165	176517938	543767	498818	0.367203232	3	3	175974171	668424165
3	176517938	668967932	177095082	577144	498817	0.404900683	3	3	176517938	668967932
3	177095082	669545076	177650470	555388	498818	0.400273322	3	3	177095082	669545076
3	177650470	670100464	178177894	527424	498818	0.360941102	3	3	177650470	670100464
3	178177894	670627888	178731729	553835	498818	0.382866738	3	3	178177894	670627888
3	178731729	671181723	179315728	583999	498818	0.395329444	3	3	178731729	671181723
3	179315728	671765722	179860303	544575	498818	0.395616765	3	3	179315728	671765722
3	179860303	672310297	180419678	559375	498818	0.371936536	3	3	179860303	672310297
3	180419678	672869672	180979779	560101	498818	0.379585111	3	3	180419678	672869672
3	180979779	673429773	181525012	545233	498818	0.376679328	3	3	180979779	673429773
3	181525012	673975006	182072881	547869	498818	0.390513061	3	3	181525012	673975006
3	182072881	674522875	182614659	541778	498818	0.382067932	3	3	182072881	674522875
3	182614659	675064653	183190751	576092	498818	0.419051124	3	3	182614659	675064653
3	183190751	675640745	183773025	582274	498818	0.443006214	3	3	183190751	675640745
3	183773025	676223019	184342412	569387	498818	0.493065349	3	3	183773025	676223019
3	184342412	676792406	184895085	552673	498818	0.427424535	3	3	184342412	676792406
3	184895085	677345079	185486516	591431	498818	0.417436692	3	3	184895085	677345079
3	185486516	677936510	186046798	560282	498818	0.435741287	3	3	185486516	677936510
3	186046798	678496792	186614799	568001	498818	0.431786212	3	3	186046798	678496792
3	186614799	679064793	187175712	560913	498818	0.425711296	3	3	186614799	679064793
3	187175712	679625706	187717187	541475	498817	0.413808578	3	3	187175712	679625706
3	187717187	680167181	188253621	536434	498818	0.405973521	3	3	187717187	680167181
3	188253621	680703615	188796857	543236	498818	0.3882806	3	3	188253621	680703615
3	188796857	681246851	189331102	534245	498818	0.382586641	3	3	188796857	681246851
3	189331102	681781096	189858126	527024	498818	0.376529342	3	3	189331102	681781096
3	189858126	682308120	190393002	534876	498818	0.37644426	3	3	189858126	682308120
3	190393002	682842996	190937504	544502	498818	0.36574154	3	3	190393002	682842996
3	190937504	683387498	191480235	542731	498818	0.370933298	3	3	190937504	683387498
3	191480235	683930229	192020862	540627	498818	0.365751248	3	3	191480235	683930229
3	192020862	684470856	192553633	532771	498818	0.38093665	3	3	192020862	684470856
3	192553633	685003627	193110489	556856	498818	0.39837229	3	3	192553633	685003627
3	193110489	685560483	193649180	538691	498818	0.410910893	3	3	193110489	685560483
3	193649180	686099174	194187107	537927	498818	0.460356678	3	3	193649180	686099174
3	194187107	686637101	194741732	554625	498818	0.462512508	3	3	194187107	686637101
3	194741732	687191726	195334395	592663	498818	0.44351343	3	3	194741732	687191726
3	195334395	687784389	196056381	721986	498818	0.493538656	3	3	195334395	687784389
3	196056381	688506375	196668268	611887	498818	0.437440246	3	3	196056381	688506375
3	196668268	689118262	197224723	556455	498818	0.427756063	3	3	196668268	689118262
3	197224723	689674717	198022430	797707	498818	0.443262705	3	3	197224723	689674717
4	0	690472424	633652	633652	499241	0.429850301	4	4	0	690472424
4	633652	691106076	1194127	560475	499242	0.551371604	4	4	633652	691106076
4	1194127	691666551	1798861	604734	499242	0.567432096	4	4	1194127	691666551
4	1798861	692271285	2360098	561237	499242	0.495425284	4	4	1798861	692271285
4	2360098	692832522	2941322	581224	499242	0.495770994	4	4	2360098	692832522
4	2941322	693413746	3492274	550952	499242	0.494453237	4	4	2941322	693413746
4	3492274	693964698	4218706	726432	499242	0.51243475	4	4	3492274	693964698
4	4218706	694691130	4763648	544942	499242	0.453582216	4	4	4218706	694691130
4	4763648	695236072	5319500	555852	499242	0.438967567	4	4	4763648	695236072
4	5319500	695791924	5885517	566017	499242	0.456784867	4	4	5319500	695791924
4	5885517	696357941	6412251	526734	499242	0.506602953	4	4	5885517	696357941
4	6412251	696884675	6961189	548938	499242	0.49180964	4	4	6412251	696884675
4	6961189	697433613	7498281	537092	499241	0.522422602	4	4	6961189	697433613
4	7498281	697970705	8027503	529222	499242	0.508204496	4	4	7498281	697970705
4	8027503	698499927	8566143	538640	499242	0.532858681	4	4	8027503	698499927
4	8566143	699038567	9516535	950392	499242	0.485806542	4	4	8566143	699038567
4	9516535	699988959	10175597	659062	499242	0.464554169	4	4	9516535	699988959
4	10175597	700648021	10708938	533341	499242	0.424070154	4	4	10175597	700648021
4	10708938	701181362	11269671	560733	499242	0.39514885	4	4	10708938	701181362
4	11269671	701742095	11823951	554280	499242	0.393497871	4	4	11269671	701742095
4	11823951	702296375	12366871	542920	499242	0.366796213	4	4	11823951	702296375
4	12366871	702839295	12917542	550671	499242	0.376700425	4	4	12366871	702839295
4	12917542	703389966	13455223	537681	499242	0.391624402	4	4	12917542	703389966
4	13455223	703927647	13991289	536066	499242	0.402435521	4	4	13455223	703927647
4	13991289	704463713	14538216	546927	499241	0.384555891	4	4	13991289	704463713
4	14538216	705010640	15080120	541904	499242	0.388232971	4	4	14538216	705010640
4	15080120	705552544	15622840	542720	499242	0.400624631	4	4	15080120	705552544
4	15622840	706095264	16170271	547431	499242	0.419758837	4	4	15622840	706095264
4	16170271	706642695	16715530	545259	499242	0.400220812	4	4	16170271	706642695
4	16715530	707187954	17256838	541308	499242	0.401427653	4	4	16715530	707187954
4	17256838	707729262	17816832	559994	499242	0.428515306	4	4	17256838	707729262
4	17816832	708289256	18363911	547079	499242	0.374898324	4	4	17816832	708289256
4	18363911	708836335	18903883	539972	499242	0.374039765	4	4	18363911	708836335
4	18903883	709376307	19446114	542231	499242	0.361454804	4	4	18903883	709376307
4	19446114	709918538	19990141	544027	499242	0.366524088	4	4	19446114	709918538
4	19990141	710462565	20514785	524644	499242	0.360781787	4	4	19990141	710462565
4	20514785	710987209	21060738	545953	499241	0.381748978	4	4	20514785	710987209
4	21060738	711533162	21607935	547197	499242	0.37530542	4	4	21060738	711533162
4	21607935	712080359	22156617	548682	499242	0.376706362	4	4	21607935	712080359
4	22156617	712629041	22710611	553994	499242	0.388408539	4	4	22156617	712629041
4	22710611	713183035	23242587	531976	499242	0.377682452	4	4	22710611	713183035
4	23242587	713715011	23781397	538810	499242	0.370594458	4	4	23242587	713715011
4	23781397	714253821	24298960	517563	499242	0.397891658	4	4	23781397	714253821
4	24298960	714771384	24843707	544747	499242	0.416323541	4	4	24298960	714771384
4	24843707	715316131	25392297	548590	499242	0.421387557	4	4	24843707	715316131
4	25392297	715864721	25953374	561077	499242	0.441459907	4	4	25392297	715864721
4	25953374	716425798	26501365	547991	499242	0.42667854	4	4	25953374	716425798
4	26501365	716973789	27063045	561680	499242	0.382669848	4	4	26501365	716973789
4	27063045	717535469	27607842	544797	499241	0.388221668	4	4	27063045	717535469
4	27607842	718080266	28135512	527670	499242	0.35585688	4	4	27607842	718080266
4	28135512	718607936	28666947	531435	499242	0.355347314	4	4	28135512	718607936
4	28666947	719139371	29191173	524226	499242	0.350924983	4	4	28666947	719139371
4	29191173	719663597	29723710	532537	499242	0.341005414	4	4	29191173	719663597
4	29723710	720196134	30261388	537678	499242	0.348372074	4	4	29723710	720196134
4	30261388	720733812	30784081	522693	499242	0.355908727	4	4	30261388	720733812
4	30784081	721256505	31310810	526729	499242	0.356179364	4	4	30784081	721256505
4	31310810	721783234	31853203	542393	499242	0.346119838	4	4	31310810	721783234
4	31853203	722325627	32382418	529215	499242	0.353567076	4	4	31853203	722325627
4	32382418	722854842	32918040	535622	499242	0.342068494	4	4	32382418	722854842
4	32918040	723390464	33444257	526217	499242	0.347761475	4	4	32918040	723390464
4	33444257	723916681	33983389	539132	499241	0.349179793	4	4	33444257	723916681
4	33983389	724455813	34519876	536487	499242	0.344815438	4	4	33983389	724455813
4	34519876	724992300	35047654	527778	499242	0.340163857	4	4	34519876	724992300
4	35047654	725520078	35579349	531695	499242	0.347225383	4	4	35047654	725520078
4	35579349	726051773	36112199	532850	499242	0.35393638	4	4	35579349	726051773
4	36112199	726584623	36645760	533561	499242	0.363845933	4	4	36112199	726584623
4	36645760	727118184	37195102	549342	499242	0.370423161	4	4	36645760	727118184
4	37195102	727667526	37750371	555269	499242	0.403355851	4	4	37195102	727667526
4	37750371	728222795	38298997	548626	499242	0.426325037	4	4	37750371	728222795
4	38298997	728771421	38860757	561760	499242	0.415577827	4	4	38298997	728771421
4	38860757	729333181	39427834	567077	499242	0.398146989	4	4	38860757	729333181
4	39427834	729900258	40043007	615173	499242	0.424890234	4	4	39427834	729900258
4	40043007	730515431	40626731	583724	499241	0.429520912	4	4	40043007	730515431
4	40626731	731099155	41193152	566421	499242	0.421541574	4	4	40626731	731099155
4	41193152	731665576	41737589	544437	499242	0.408216194	4	4	41193152	731665576
4	41737589	732210013	42295975	558386	499242	0.407123388	4	4	41737589	732210013
4	42295975	732768399	42842658	546683	499242	0.391155386	4	4	42295975	732768399
4	42842658	733315082	43380944	538286	499242	0.366143649	4	4	42842658	733315082
4	43380944	733853368	43938872	557928	499242	0.355196369	4	4	43380944	733853368
4	43938872	734411296	44473886	535014	499242	0.356256098	4	4	43938872	734411296
4	44473886	734946310	45017994	544108	499242	0.364172186	4	4	44473886	734946310
4	45017994	735490418	45559303	541309	499242	0.352767089	4	4	45017994	735490418
4	45559303	736031727	46108818	549515	499242	0.34961557	4	4	45559303	736031727
4	46108818	736581242	46651804	542986	499242	0.356941063	4	4	46108818	736581242
4	46651804	737124228	47190669	538865	499241	0.363643955	4	4	46651804	737124228
4	47190669	737663093	47731104	540435	499242	0.376520766	4	4	47190669	737663093
4	47731104	738203528	48290423	559319	499242	0.390272814	4	4	47731104	738203528
4	48290423	738762847	48853752	563329	499242	0.383168628	4	4	48290423	738762847
4	48853752	739326176	52919428	4065676	499242	0.417908736	4	4	48853752	739326176
4	52919428	743391852	53520919	601491	499242	0.401060032	4	4	52919428	743391852
4	53520919	743993343	54094481	573562	499242	0.407926257	4	4	53520919	743993343
4	54094481	744566905	54678470	583989	499242	0.401098308	4	4	54094481	744566905
4	54678470	745150894	55256204	577734	499242	0.4176628	4	4	54678470	745150894
4	55256204	745728628	55803061	546857	499242	0.406802875	4	4	55256204	745728628
4	55803061	746275485	56364844	561783	499242	0.397347374	4	4	55803061	746275485
4	56364844	746837268	56927069	562225	499242	0.387071012	4	4	56364844	746837268
4	56927069	747399493	57498180	571111	499241	0.405696966	4	4	56927069	747399493
4	57498180	747970604	58079099	580919	499242	0.434382418	4	4	57498180	747970604
4	58079099	748551523	58654610	575511	499242	0.38926971	4	4	58079099	748551523
4	58654610	749127034	59213563	558953	499242	0.360654653	4	4	58654610	749127034
4	59213563	749685987	59814013	600450	499242	0.349975475	4	4	59213563	749685987
4	59814013	750286437	60363793	549780	499242	0.344314089	4	4	59814013	750286437
4	60363793	750836217	60917914	554121	499242	0.350533548	4	4	60363793	750836217
4	60917914	751390338	61456656	538742	499242	0.345516036	4	4	60917914	751390338
4	61456656	751929080	62016630	559974	499242	0.355196848	4	4	61456656	751929080
4	62016630	752489054	62545135	528505	499242	0.35074408	4	4	62016630	752489054
4	62545135	753017559	63098833	553698	499242	0.35690575	4	4	62545135	753017559
4	63098833	753571257	63652127	553294	499242	0.354715576	4	4	63098833	753571257
4	63652127	754124551	64213067	560940	499241	0.34933861	4	4	63652127	754124551
4	64213067	754685491	64751693	538626	499242	0.338552168	4	4	64213067	754685491
4	64751693	755224117	65289874	538181	499242	0.343659475	4	4	64751693	755224117
4	65289874	755762298	65839857	549983	499242	0.34887442	4	4	65289874	755762298
4	65839857	756312281	66386927	547070	499242	0.345502404	4	4	65839857	756312281
4	66386927	756859351	66929346	542419	499242	0.344388747	4	4	66386927	756859351
4	66929346	757401770	67478680	549334	499242	0.346714385	4	4	66929346	757401770
4	67478680	757951104	68026818	548138	499242	0.359601049	4	4	67478680	757951104
4	68026818	758499242	68594094	567276	499242	0.378191568	4	4	68026818	758499242
4	68594094	759066518	69153329	559235	499242	0.366806441	4	4	68594094	759066518
4	69153329	759625753	69765353	612024	499242	0.369088467	4	4	69153329	759625753
4	69765353	760237777	70431504	666151	499242	0.353882228	4	4	69765353	760237777
4	70431504	760903928	70989135	557631	499241	0.353359121	4	4	70431504	760903928
4	70989135	761461559	71554140	565005	499242	0.365729507	4	4	70989135	761461559
4	71554140	762026564	72151487	597347	499242	0.401108568	4	4	71554140	762026564
4	72151487	762623911	72705386	553899	499242	0.373353265	4	4	72151487	762623911
4	72705386	763177810	73261136	555750	499242	0.362105263	4	4	72705386	763177810
4	73261136	763733560	73850637	589501	499242	0.373707593	4	4	73261136	763733560
4	73850637	764323061	74397608	546971	499242	0.374805977	4	4	73850637	764323061
4	74397608	764870032	74942594	544986	499242	0.374255485	4	4	74397608	764870032
4	74942594	765415018	75584109	641515	499242	0.369501228	4	4	74942594	765415018
4	75584109	766056533	76151410	567301	499242	0.389745479	4	4	75584109	766056533
4	76151410	766623834	76753299	601889	499242	0.393954699	4	4	76151410	766623834
4	76753299	767225723	77314744	561445	499242	0.407726491	4	4	76753299	767225723
4	77314744	767787168	77864738	549994	499241	0.41262632	4	4	77314744	767787168
4	77864738	768337162	78412641	547903	499242	0.421227845	4	4	77864738	768337162
4	78412641	768885065	78980287	567646	499242	0.389032954	4	4	78412641	768885065
4	78980287	769452711	79546649	566362	499242	0.398349466	4	4	78980287	769452711
4	79546649	770019073	80089384	542735	499242	0.372749132	4	4	79546649	770019073
4	80089384	770561808	80634343	544959	499242	0.364137486	4	4	80089384	770561808
4	80634343	771106767	81173809	539466	499242	0.362716093	4	4	80634343	771106767
4	81173809	771646233	81718600	544791	499242	0.362907978	4	4	81173809	771646233
4	81718600	772191024	82272071	553471	499242	0.368449295	4	4	81718600	772191024
4	82272071	772744495	82814765	542694	499242	0.3915761	4	4	82272071	772744495
4	82814765	773287189	83403417	588652	499242	0.400605111	4	4	82814765	773287189
4	83403417	773875841	83965074	561657	499242	0.415337119	4	4	83403417	773875841
4	83965074	774437498	84546298	581224	499241	0.412921696	4	4	83965074	774437498
4	84546298	775018722	85087669	541371	499242	0.377484202	4	4	84546298	775018722
4	85087669	775560093	85634033	546364	499242	0.390338675	4	4	85087669	775560093
4	85634033	776106457	86191838	557805	499242	0.371156587	4	4	85634033	776106457
4	86191838	776664262	86737646	545808	499242	0.36928004	4	4	86191838	776664262
4	86737646	777210070	87302427	564781	499242	0.367469869	4	4	86737646	777210070
4	87302427	777774851	87875494	573067	499242	0.385436607	4	4	87302427	777774851
4	87875494	778347918	88441217	565723	499242	0.399435766	4	4	87875494	778347918
4	88441217	778913641	89009400	568183	499242	0.391602705	4	4	88441217	778913641
4	89009400	779481824	89580254	570854	499242	0.406114348	4	4	89009400	779481824
4	89580254	780052678	90137174	556920	499242	0.383455433	4	4	89580254	780052678
4	90137174	780609598	90673097	535923	499242	0.374182485	4	4	90137174	780609598
4	90673097	781145521	91215318	542221	499241	0.358143635	4	4	90673097	781145521
4	91215318	781687742	91771051	555733	499242	0.353059833	4	4	91215318	781687742
4	91771051	782243475	92331843	560792	499242	0.349787443	4	4	91771051	782243475
4	92331843	782804267	92894053	562210	499242	0.351649739	4	4	92331843	782804267
4	92894053	783366477	93450077	556024	499242	0.355272434	4	4	92894053	783366477
4	93450077	783922501	93985291	535214	499242	0.341338231	4	4	93450077	783922501
4	93985291	784457715	94518002	532711	499242	0.349671773	4	4	93985291	784457715
4	94518002	784990426	95093477	575475	499242	0.372090881	4	4	94518002	784990426
4	95093477	785565901	95646777	553300	499242	0.374659317	4	4	95093477	785565901
4	95646777	786119201	96196043	549266	499242	0.376182032	4	4	95646777	786119201
4	96196043	786668467	96735004	538961	499242	0.366236147	4	4	96196043	786668467
4	96735004	787207428	97262320	527316	499242	0.353907335	4	4	96735004	787207428
4	97262320	787734744	97805757	543437	499241	0.353608606	4	4	97262320	787734744
4	97805757	788278181	98358029	552272	499242	0.359623519	4	4	97805757	788278181
4	98358029	788830453	98945422	587393	499242	0.355872474	4	4	98358029	788830453
4	98945422	789417846	99506107	560685	499242	0.379969145	4	4	98945422	789417846
4	99506107	789978531	100075817	569710	499242	0.398901195	4	4	99506107	789978531
4	100075817	790548241	100648846	573029	499242	0.381650841	4	4	100075817	790548241
4	100648846	791121270	101207677	558831	499242	0.385012642	4	4	100648846	791121270
4	101207677	791680101	101740335	532658	499242	0.362221163	4	4	101207677	791680101
4	101740335	792212759	102274622	534287	499242	0.364966769	4	4	101740335	792212759
4	102274622	792747046	102839099	564477	499242	0.366801482	4	4	102274622	792747046
4	102839099	793311523	103398417	559318	499242	0.374325518	4	4	102839099	793311523
4	103398417	793870841	103990354	591937	499242	0.383179291	4	4	103398417	793870841
4	103990354	794462778	104573944	583590	499241	0.370304495	4	4	103990354	794462778
4	104573944	795046368	105140501	566557	499242	0.352997139	4	4	104573944	795046368
4	105140501	795612925	105684230	543729	499242	0.356214217	4	4	105140501	795612925
4	105684230	796156654	106248894	564664	499242	0.368822875	4	4	105684230	796156654
4	106248894	796721318	106800912	552018	499242	0.366919195	4	4	106248894	796721318
4	106800912	797273336	107358258	557346	499242	0.367134599	4	4	106800912	797273336
4	107358258	797830682	107931466	573208	499242	0.363534703	4	4	107358258	797830682
4	107931466	798403890	108477567	546101	499242	0.365983582	4	4	107931466	798403890
4	108477567	798949991	109021675	544108	499242	0.394090879	4	4	108477567	798949991
4	109021675	799494099	109565887	544212	499242	0.401371157	4	4	109021675	799494099
4	109565887	800038311	110114938	549051	499242	0.381562004	4	4	109565887	800038311
4	110114938	800587362	110673867	558929	499242	0.395077013	4	4	110114938	800587362
4	110673867	801146291	111252914	579047	499241	0.397893435	4	4	110673867	801146291
4	111252914	801725338	111819634	566720	499242	0.384045031	4	4	111252914	801725338
4	111819634	802292058	112382944	563310	499242	0.356601161	4	4	111819634	802292058
4	112382944	802855368	112926524	543580	499242	0.356074543	4	4	112382944	802855368
4	112926524	803398948	113488070	561546	499242	0.390926122	4	4	112926524	803398948
4	113488070	803960494	114053407	565337	499242	0.38817378	4	4	113488070	803960494
4	114053407	804525831	114589320	535913	499242	0.368432936	4	4	114053407	804525831
